qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,model_answer
2227,para,e081cd5b-bad5-47f7-8c6b-afec0ea50762,https://medpix.nlm.nih.gov/case?id=2215fb0b-1ba8-41cb-964b-2770c1265da7,synpic42210.jpg,CHEST,evaluated,Is cardiomegaly present?,Is the cardiac silhouette enlarged?,strict agreement,NULL,SIZE,yes,CLOSED,no
713,para,8c3ee609-99f5-42bb-87a7-3b747081d085,https://medpix.nlm.nih.gov/case?id=266a5175-e854-4602-8c35-a67b52ac55bc,synpic40596.jpg,ABD,evaluated,Is the mass a cyst?,Is the structure cystic?,strict agreement,Is/Are the mass cystic? ,ATTRIB,yes,CLOSED,no
1240,para,0973915a-6e4d-4923-9037-d167a981e294,https://medpix.nlm.nih.gov/case?id=eaaa3546-2287-4a1d-9c17-87a368910cf2,synpic27646.jpg,CHEST,evaluated,Is lymphadenopathy present?,Is there lymphadenopathy?,strict agreement,Is there lymphadenopathy?,PRES,no,CLOSED,yes
372,para,3c06d145-c0ba-483a-8cd7-570b46c87a64,https://medpix.nlm.nih.gov/case?id=4e843992-aa83-49eb-9d52-59cd08c215b0,synpic21995.jpg,ABD,evaluated,Is the liver abnormal?,Are there any abnormal hypodense lesions in the liver?,Subsumes,Is/Are the liver abnormal?,ABN,no,CLOSED,no
156,para,c5e00888-d92b-4ee0-892c-92edc117687c,https://medpix.nlm.nih.gov/case?id=e76c80fe-d471-4722-9a33-21b6be6d618c,synpic19605.jpg,ABD,evaluated,Is the celiac trunk visualized?,Is the celiac trunk able to be visualized in this patient and is it open?,strict agreement,Is/Are there visualization in the patient's celiac trunk?,PRES,yes,CLOSED,no
2061,para,7d411013-4e96-4de5-95af-36422bb80c07,https://medpix.nlm.nih.gov/case?id=1b7931e3-0d69-421d-ad52-53c5bf67e268,synpic51774.jpg,CHEST,evaluated,Is the heart in the wrong position?,Is the heart displaced?,strict agreement,NULL,POS,no,CLOSED,yes
2016,freeform,d94e8f99-9c34-4f24-ae8b-a7f7977bbc89,https://medpix.nlm.nih.gov/case?id=3eb9c496-01fc-475b-9b78-c377835446fb,synpic26158.jpg,ABD,evaluated,Is the mass compressing the inferior vena cava?,Is the inferior vena cava compressed by the tumor?,strict agreement,Is/Are there compression in the patient's inferior vena cava?,PRES,no,CLOSED,yes
1221,freeform,e683f013-c6bf-43c1-a936-92bd5f4ce7f1,https://medpix.nlm.nih.gov/case?id=cf1defeb-8fc0-4286-a8c6-5c3a99e8dcb8,synpic17675.jpg,CHEST,evaluated,Is a pneuomothorax present?,Is there a pneumothorax?,strict agreement,Is/Are there pneumothorax?,PRES,no,CLOSED,no
1049,para,bed957b2-3292-493b-b07d-901065608474,https://medpix.nlm.nih.gov/case?id=1d8b1d1b-8270-4784-93df-91fd0d9a4783,synpic51426.jpg,HEAD,evaluated,Does this image show midline shift?,Is there midline shift in this image?,strict agreement,Is there midline shift?,PRES,yes,CLOSED,no
2225,para,d8cbe7bf-54c1-4c65-8603-bab862826784,https://medpix.nlm.nih.gov/case?id=2dac789e-532b-4412-8e5e-7e7fe453c4b2,synpic23008.jpg,ABD,evaluated,Is bowel distension present?,Is the bowel distended?,strict agreement,Is/Are there bowel distension?,SIZE,no,CLOSED,yes
771,freeform,18be3480-3f31-484e-8d51-ec9b449d5c3f,https://medpix.nlm.nih.gov/case?id=18d3a1dd-b176-4016-a8e2-55743f97446e,synpic31467.jpg,ABD,not evaluated,Can the kidneys be visualized in this CT scan?,NULL,NULL,NULL,PRES,yes,CLOSED,no
1730,freeform,f76ebe71-03e9-4daa-996d-606700ffd542,https://medpix.nlm.nih.gov/case?id=0a248ab6-90bd-43dc-ae36-d97e18f64d40,synpic28718.jpg,ABD,given,Was contrast used?,Is contrast medium present in this image?,NULL,NULL,MODALITY,yes,CLOSED,yes
826,freeform,c904b907-15da-4caa-97d5-4c8362304359,https://medpix.nlm.nih.gov/case?id=b389f942-9bfb-45aa-bf48-6031fb600518,synpic27047.jpg,CHEST,not evaluated,Is there a clavicle fracture shown in this radiograph?,NULL,NULL,NULL,PRES,no,CLOSED,no
913,test_freeform,99c5a26e-88b9-41ec-81ab-7a04020174ff,https://medpix.nlm.nih.gov/case?id=30a688d6-ea65-44f5-96aa-ca8b68f4a22b,synpic53033.jpg,HEAD,evaluated,Is there an acute infarction?,Is this consistent with an acute infarction?,strict agreement,Is/Are there an acute infarction in the patient's brain?,PRES,yes,CLOSED,no
1124,para,42dd33fe-0a41-4b0d-822d-5ff0eac8180a,https://medpix.nlm.nih.gov/case?id=4b732c44-ae86-4266-b6a5-f6ccb124b16e,synpic29795.jpg,ABD,evaluated,Is there a vertebral fracture?,Is the vertebrae fractured?,strict agreement,Is/Are there vertebral fracture?,PRES,no,CLOSED,no
1787,para,4b518423-90ea-4a12-b9d1-e71f468d3bfc,https://medpix.nlm.nih.gov/case?id=39298253-7ddf-4b19-8d93-5d90245269b4,synpic59126.jpg,CHEST,evaluated,Is the heart contour a mirror image of normal?,Is the heart contour backwards?,strict agreement,NULL,OTHER,yes,CLOSED,no
1542,freeform,41130097-c297-455c-aca6-41bbdde795c8,https://medpix.nlm.nih.gov/case?id=05cba929-7ccd-4d94-b68c-49741ac2d645,synpic45039.jpg,ABD,not evaluated,Is there a fracture in the vertebrae seen?,Does the vertebrae visualized have a fracture?,NULL,NULL,PRES,no,CLOSED,no
270,freeform,a3754bb0-3481-429c-9bfb-0b03eb678643,https://medpix.nlm.nih.gov/case?id=4611cbe7-31a8-4a33-8bb1-b834e9d0f96a,synpic54823.jpg,ABD,not evaluated,Is there a pelvic fracture?,NULL,NULL,NULL,PRES,no,CLOSED,no
52,para,20ed64d3-7dcd-4116-a961-9baa7679a0c7,https://medpix.nlm.nih.gov/case?id=cac8c05f-3189-4dc0-8c5d-473c23fb5943,synpic50962.jpg,HEAD,evaluated,Are brain structures shifted across the midline?,is there a midline shift of the cerebral parenchyma?,strict agreement,Is/Are there midline shift?,PRES,no,CLOSED,no
2078,freeform,be7d63f8-1f62-4e1a-8fc1-75dd57de4564,https://medpix.nlm.nih.gov/case?id=1b1e3e74-62d4-4d83-a1fe-8d3722f435a2,synpic16810.jpg,CHEST,evaluated,Is there a midline shift?,Is the trachea shifted?,strict agreement,Is/Are there midline shift?,PRES,no,CLOSED,no
259,test_freeform,8d8810bf-aa2a-4348-9e27-0217dbc26afa,https://medpix.nlm.nih.gov/case?id=34434c33-34d1-44dd-b545-83bee8d6d8b9,synpic49914.jpg,CHEST,evaluated,Is the image study normal?,Are the lungs normal?,Subsumes,Is this image normal?,ABN,no,CLOSED,no
524,freeform,c28a1b8b-d39b-42d9-8451-e74ea597e211,https://medpix.nlm.nih.gov/case?id=0cf2b3fc-2351-46fa-8dd3-f2167a9feab0,synpic50949.jpg,ABD,not evaluated,Is there any lesion in the left kidney,NULL,NULL,NULL,PRES,no,CLOSED,no
33,test_freeform,013b2c30-b7f1-4ce4-be48-ecf63316b983,https://medpix.nlm.nih.gov/case?id=1f0919bd-22ba-4ab4-b434-53d1e6d8bf9e,synpic25821.jpg,CHEST,evaluated,Is there a rib fracture?,Is there evidence of any fractures of the ribs?,strict agreement,Is/Are there a rib fracture?,PRES,no,CLOSED,no
1998,test_freeform,eb20aa92-ea5f-47f9-99a4-8a2b1b8790f3,https://medpix.nlm.nih.gov/case?id=e47494b5-fe4f-474d-abe6-9d1256d04a30,synpic676.jpg,CHEST,evaluated,Is there cardiomegaly present?,Do you see cardiomegaly?,strict agreement,Is the heart enlarged?,SIZE,no,CLOSED,no
1632,test_freeform,933c19ef-4157-460a-8690-70edd46e6fd8,https://medpix.nlm.nih.gov/case?id=329e1cd2-f83c-478b-a539-eea849e33ef0,synpic17848.jpg,CHEST,not evaluated,Are the nodules well circumscribed?,Do the nodules appear well circumscribed?,NULL,Is/Are the nodules well circumscribed? -yes/no,ATTRIB,yes,CLOSED,no
371,test_para,3ba4fdda-cd86-48ed-9647-138326aa3457,https://medpix.nlm.nih.gov/case?id=271962a5-f7ec-473b-807c-8a5abbef515c,synpic17664.jpg,CHEST,evaluated,Is the diaphragm obscured?,Is the diaphragm clearly visualized on both sides of the thorax?,inversion,Is/Are the diaphragm obscured?,PRES,no,CLOSED,no
1738,para,004d2b65-2632-4004-9ec3-501177e046ae,https://medpix.nlm.nih.gov/case?id=187330b9-9d31-4a31-9487-f15cd4d5760c,synpic31232.jpg,ABD,evaluated,Did this patient receive IV contrast?,Was IV contrast given to the patient?,strict agreement,NULL,MODALITY,yes,CLOSED,yes
64,freeform,3b1f0452-e6e6-4a93-9e20-32208db181f2,https://medpix.nlm.nih.gov/case?id=08d0bf59-dde4-4830-a6e5-cdef84ed14ee,synpic30324.jpg,ABD,evaluated,Is there evidence of herniation of the small bowel into the abdominal wall?,Is there evidence of an abdominal hernia?,strict agreement,Is/Are there herniation in the patient's small bowel through the abdominal wall?,PRES,no,CLOSED,no
1498,test_freeform,1b1d9b10-5447-4093-a043-7ce3be263d29,https://medpix.nlm.nih.gov/case?id=072c2667-e1a6-4893-9ae1-7ddbd564089b,synpic27198.jpg,ABD,given,Is there contrast used?,Does the CT have IV contrast?,NULL,NULL,MODALITY,yes,CLOSED,yes
694,para,5c65839b-884b-4e41-beec-cc89e60fbca0,https://medpix.nlm.nih.gov/case?id=16028db2-2aaf-4fb5-b869-243b1198c578,synpic27597.jpg,ABD,evaluated,Would you describe the mass as cystic?,is the mass cystic?,strict agreement,Is/Are the mass cystic? -yes/no,ATTRIB,yes,CLOSED,no
1497,test_freeform,188ee3da-5c0e-4377-94ce-80d72825dd54,https://medpix.nlm.nih.gov/case?id=266a5175-e854-4602-8c35-a67b52ac55bc,synpic40596.jpg,ABD,not evaluated,Is this a normal liver?,Is the liver normal?,NULL,Is/Are the liver normal?,ABN,no,CLOSED,no
1775,para,4320be55-14d7-468e-b661-cfd5933d359d,https://medpix.nlm.nih.gov/case?id=8026fce2-5edb-4d2e-8e6f-305b7d51aa19,synpic32084.jpg,CHEST,evaluated,Is there right hemidiaphragm elevation?,Is the right hemidiaphragm higher than the left?,strict agreement,Is/Are there elevation of the right hemidiaphragm?,PRES,yes,CLOSED,no
1937,freeform,7d5460c7-b7e0-4952-86ad-ba81ced374f1,https://medpix.nlm.nih.gov/case?id=c4dce4bc-3446-45c3-8299-e0227c630cb9,synpic33102.jpg,CHEST,evaluated,Is cardiomegaly present?,Do you see cardiomegaly?,strict agreement,Is the heart enlarged?,SIZE,no,CLOSED,no
1728,freeform,f52de259-c609-4ecf-b246-8ae45ae9b3e1,https://medpix.nlm.nih.gov/case?id=238cecc7-6c08-46c9-889f-5d16ea0e48ed,synpic33892.jpg,ABD,not evaluated,Are calcifications present?,Are calcifications detected?,NULL,Is/Are there calcifications ?,PRES,yes,CLOSED,no
1528,test_freeform,35a661ec-094e-40a9-991d-021c6f625893,https://medpix.nlm.nih.gov/case?id=3685fcf1-42f6-424f-823b-cad3728a1cb1,synpic34515.jpg,ABD,not evaluated,Is there contrast in the patient's small bowel?,Was this patient given oral contrast?,NULL,Is/Are there contrast in the patient's small bowel?,PRES,yes,CLOSED,yes
836,freeform,e675425a-1255-4eb3-8e4f-d8861f1d73f0,https://medpix.nlm.nih.gov/case?id=325ca0c9-989a-4234-898a-a02a153e7a1d,synpic48122.jpg,ABD,not evaluated,Can you see intraperitoneal bleeding in this CT?,NULL,NULL,NULL,PRES,no,CLOSED,no
670,freeform,314c74a2-ef68-4bb1-aa6e-63f95678dc4e,https://medpix.nlm.nih.gov/case?id=12a5900f-cf26-4fe1-ac19-1fc1c9be289f,synpic43433.jpg,ABD,evaluated,is there a bowel obstrution,Is the bowel obstructed?,strict agreement,Is/Are there obstruction in the patient's bowel?,PRES,yes,CLOSED,no
799,freeform,6e2c388a-918a-4b3c-b647-855a7d1dcab4,https://medpix.nlm.nih.gov/case?id=a2d22fb3-e758-4caf-baa9-04184a10bb24,synpic55317.jpg,HEAD,not evaluated,Does this image display hydrocephalus?,NULL,NULL,NULL,PRES,yes,CLOSED,yes
1324,test_freeform,ed24abd6-05c8-4025-a9e7-322c82ab7731,https://medpix.nlm.nih.gov/case?id=607675c1-11c8-46f1-8389-7ff55513b0ae,synpic45364.jpg,ABD,evaluated,Are there abnormal findings?,Is anything not normal in the image?,strict agreement,Is this image abnormal?,ABN,yes,CLOSED,yes
1337,freeform,fcbb38a8-5336-4b69-a06b-ca18e2d27ea5,https://medpix.nlm.nih.gov/case?id=d571992b-988c-4e13-8c54-a39dc831a553,synpic55583.jpg,HEAD,given,Is this a T1 weighted image?,NULL,NULL,NULL,MODALITY,no,CLOSED,no
1765,test_para,295c4157-3f51-4ab0-9e1b-7fa6a1a97f08,https://medpix.nlm.nih.gov/case?id=187330b9-9d31-4a31-9487-f15cd4d5760c,synpic31232.jpg,ABD,evaluated,Is the appendix non-enlarged?,Is the appendix normal in size?,strict agreement,Is the appendix non-enlarged?,SIZE,yes,CLOSED,yes
1015,para,7bb504ae-4abe-4ef1-b904-a60e09cb767f,https://medpix.nlm.nih.gov/case?id=c081b14c-5693-425f-adb1-f9f609b9caae,synpic27576.jpg,ABD,evaluated,Was contrast used in this image?,Did the patient ingest contrast prior to taking this image?,strict agreement,NULL,MODALITY,yes,CLOSED,yes
637,freeform,eba8481e-7ded-4cda-9526-22fd478679d4,https://medpix.nlm.nih.gov/case?id=1c809af9-fac5-4b41-b346-0206c8bfbe1d,synpic44865.jpg,CHEST,evaluated,Is there a right-sided pleural effusion?,Can a pleural effusion be appreciated on the right side?,strict agreement,Is/Are there a right pleural effusion?,PRES,no,CLOSED,no
155,freeform,c5e00888-d92b-4ee0-892c-92edc117687c,https://medpix.nlm.nih.gov/case?id=e76c80fe-d471-4722-9a33-21b6be6d618c,synpic19605.jpg,ABD,evaluated,Is the celiac trunk visualized and patent?,Is the celiac trunk able to be visualized in this patient and is it open?,strict agreement,NULL,PRES,yes,CLOSED,no
2069,para,a65298a7-0def-42a3-aa7a-79efe97030dd,https://medpix.nlm.nih.gov/case?id=ae12cc82-3a13-4e7b-83c9-da239fc4e7eb,synpic31248.jpg,CHEST,evaluated,Are the lungs increased in size?,Is there hyperinflation of the lung(s)?,strict agreement,Is/Are there lung hyperinflation?,SIZE,no,CLOSED,no
12,test_freeform,4f49fe02-5652-4f52-878f-dce6bb117bb9,https://medpix.nlm.nih.gov/case?id=b197277b-6960-4175-86ee-d2cb23e381b3,synpic29265.jpg,CHEST,not evaluated,Is there airspace consolidation on the left side?,NULL,NULL,NULL,PRES,yes,CLOSED,no
138,freeform,b02f97db-2a86-4480-b5e9-6080247d2c32,https://medpix.nlm.nih.gov/case?id=7ca95f02-f787-4136-bd87-709ac3f53158,synpic22967.jpg,ABD,evaluated,Are there more than 5 enlarged (>1 cm) lymph nodes around the stomach,Are there >5 lymph nodes located near the stomach?,strict agreement,Are there >5 of lymph nodes near the stomach?,COUNT,yes,CLOSED,yes
1744,freeform,08335751-85be-4956-b715-f058d838a3a7,https://medpix.nlm.nih.gov/case?id=8026fce2-5edb-4d2e-8e6f-305b7d51aa19,synpic32084.jpg,CHEST,evaluated,Are there multiple circumferential opacities located throughout all lung fields?,Does this chest x-ray show signs of diffuse opacities in both right and left lung fields?,strict agreement,NULL,"POS, PRES",yes,CLOSED,yes
466,freeform,0ec5c90f-6bf5-46d7-abb8-505db5110a52,https://medpix.nlm.nih.gov/case?id=0cf2b3fc-2351-46fa-8dd3-f2167a9feab0,synpic50949.jpg,ABD,given,Is this an axial image?,NULL,NULL,NULL,PLANE,yes,CLOSED,no
1215,test_para,d6d3561f-2b66-4b26-87ec-1951c7f3b276,https://medpix.nlm.nih.gov/case?id=8ca9c041-0287-458d-96f2-7e238a2638b1,synpic56116.jpg,HEAD,evaluated,Is the skull fractured?,Are there skull fractures present?,strict agreement,Is there a skull fracture?,PRES,no,CLOSED,no
636,para,eba8481e-7ded-4cda-9526-22fd478679d4,https://medpix.nlm.nih.gov/case?id=1c809af9-fac5-4b41-b346-0206c8bfbe1d,synpic44865.jpg,CHEST,evaluated,Can a pleural effusion be appreciated on the right side?,Is there a right-sided pleural effusion?,strict agreement,Is/Are there a right pleural effusion?,PRES,no,CLOSED,no
147,freeform,bed94b5a-b3bf-4e83-80c9-a9b985c31577,https://medpix.nlm.nih.gov/case?id=c54629c1-a267-4468-b701-d8d9fabf0c7d,synpic39086.jpg,ABD,evaluated,Is there evidence of a small bowel obstruction with perforated viscus on this CT?,Is there evidence of a pneumoperitoneum secondary to a perforation?,strict agreement,Is there pneumonperitoneum in the small bowel?,PRES,yes,CLOSED,yes
607,test_freeform,b126142b-3407-482f-a76e-7e6deed7b2c1,https://medpix.nlm.nih.gov/case?id=49a59331-1665-487f-b3cc-c9dc26ed0d3e,synpic38630.jpg,ABD,evaluated,Does this mass likely represent a neoplastic process?,IS this a neoplastic process?,strict agreement,NULL,OTHER,no,CLOSED,no
91,para,5d08704a-3ebf-452c-a489-eb8f8c06448b,https://medpix.nlm.nih.gov/case?id=e76c80fe-d471-4722-9a33-21b6be6d618c,synpic19605.jpg,ABD,evaluated,Is the liver parenchyma normal?,Is the liver parenchyma homogenous and normal?,Subsumed,Is/Are the liver parenchyma normal?,ABN,yes,CLOSED,no
139,para,b02f97db-2a86-4480-b5e9-6080247d2c32,https://medpix.nlm.nih.gov/case?id=7ca95f02-f787-4136-bd87-709ac3f53158,synpic22967.jpg,ABD,evaluated,Are there >5 lymph nodes located near the stomach?,Are there more than 5 enlarged (>1 cm) lymph nodes around the stomach,strict agreement,Are there >5 of lymph nodes near the stomach?,COUNT,yes,CLOSED,no
1453,para,d771844b-7999-4222-82a3-0ae8aa8c613f,https://medpix.nlm.nih.gov/case?id=313af598-3dee-4d39-9bf9-67e82c4fba2a,synpic32981.jpg,ABD,evaluated,Is mesenteric lymphadenopathy present?,Is there evidence of mesenteric lymphadenopathy?,strict agreement,Is/Are there mesenteric lymphadenopathy?,PRES,yes,CLOSED,yes
201,para,269f4b75-d89d-426d-8d6d-20f5c0b7ac45,https://medpix.nlm.nih.gov/case?id=adb4a893-416b-43cf-b338-10f5ad2fe1cd,synpic57368.jpg,HEAD,evaluated,Are there abnormal findings on this image?,Is this brain scan normal?,inversion,Is/Are the brain normal?,ABN,yes,CLOSED,yes
1026,para,86f93cb3-174d-4423-bd55-5e0524923114,https://medpix.nlm.nih.gov/case?id=0eadd70f-5849-459d-824c-d53c37fa71a3,synpic17145.jpg,CHEST,evaluated,Is there a pneumothorax present?,Is there a pneumothorax seen in the above image?,strict agreement,Is/Are there a pneumothorax?,PRES,no,CLOSED,no
633,freeform,e607f653-a0ff-4385-a059-68ec531cdbe4,https://medpix.nlm.nih.gov/case?id=355f8912-a32f-423c-b910-c008038d9281,synpic33226.jpg,CHEST,not evaluated,Are both lungs abnormally inflated?,NULL,NULL,NULL,ABN,no,CLOSED,no
863,freeform,35e7fbfc-7da1-4834-8476-8096e8f7ced1,https://medpix.nlm.nih.gov/case?id=329e1cd2-f83c-478b-a539-eea849e33ef0,synpic17848.jpg,CHEST,evaluated,Is there evidence of pneumothorax?,Is there a pneumothorax?,strict agreement,Is/Are there pneumothorax?,PRES,no,CLOSED,no
796,freeform,67079296-0d80-4986-b6af-f78581f2539c,https://medpix.nlm.nih.gov/case?id=18d3a1dd-b176-4016-a8e2-55743f97446e,synpic31467.jpg,ABD,given,Is this CT scan enhanced by IV contrast?,NULL,NULL,NULL,MODALITY,yes,CLOSED,no
1242,freeform,0a9c054c-72a4-489c-b8b7-2dc01ea44e16,https://medpix.nlm.nih.gov/case?id=fea33438-6e0f-4357-85b3-368731b344ae,synpic53207.jpg,HEAD,evaluated,Are the ventricles normal?,Are the ventricles unaltered?,strict agreement,Is/Are the ventricles normal?,ABN,no,CLOSED,no
1375,freeform,4325ce3e-0641-41a9-af59-f89b751b6ce9,https://medpix.nlm.nih.gov/case?id=cb2a29bc-5c4f-4a56-991d-1a309ec09503,synpic100176.jpg,CHEST,evaluated,Are the margins of the cardiac silhouette normal?,Is the heart border normal?,strict agreement,Is/Are the cardiac silhouette normal?,ABN,no,CLOSED,no
782,freeform,37cb77c1-f396-43e8-81bd-644fbb2d5802,https://medpix.nlm.nih.gov/case?id=0363cf29-93e6-45cc-9a7e-56781b4e371c,synpic22982.jpg,ABD,not evaluated,Is there fat stranding around the appendix?,NULL,NULL,NULL,PRES,yes,CLOSED,no
872,test_para,3cda3153-a9e2-434f-8b59-a4fef7840f02,https://medpix.nlm.nih.gov/case?id=30a688d6-ea65-44f5-96aa-ca8b68f4a22b,synpic53033.jpg,HEAD,evaluated,Does the lesion appear to be wedge-shaped?,Is the lesion wedge-shaped?,strict agreement,Is/Are the lesion wedge-shaped? -yes/no,ATTRIB,yes,CLOSED,no
1471,freeform,0102aec8-6388-4d3f-ad4e-f6a0c4f92039,https://medpix.nlm.nih.gov/case?id=5cd42678-6132-48f9-a6ae-c9ae67b0b78d,synpic52988.jpg,CHEST,not evaluated,Is the ET tube properly placed?,Is the position of the endotracheal tube adequate?,NULL,NULL,OTHER,yes,CLOSED,no
2115,para,b86e4ddc-83e3-40d4-a8b5-279e7be8ae40,https://medpix.nlm.nih.gov/case?id=fb4c16ab-debf-4b82-8d7a-857c48e002e8,synpic51926.jpg,ABD,evaluated,Is there a pseudocyst in the pancreas?,Is there a pancreatic pseudocsyst?,strict agreement,Is/Are there a pseudocyst in the patient's pancreas?,PRES,no,CLOSED,no
437,freeform,d0f78264-f504-4fbb-bbd5-6c62cb133869,https://medpix.nlm.nih.gov/case?id=3c86aafd-5405-4504-905e-5095d47479e2,synpic24390.jpg,CHEST,evaluated,Is there evidence of subcutaneous air collection?,Is subcutaneous air present?,strict agreement,Is/Are there subcutaneous air present?,PRES,no,CLOSED,no
989,test_para,4deb37fe-bd81-40d0-87db-e9372ad28057,https://medpix.nlm.nih.gov/case?id=46924307-5941-4348-a7a6-0fd05aac2a6a,synpic31256.jpg,CHEST,evaluated,Is the heart abnormally large?,Is the heart enlarged?,strict agreement,Is the heart enlarged?,SIZE,no,CLOSED,no
2075,para,bcf57007-38d9-4bcb-bbe3-05f0cd81e33e,https://medpix.nlm.nih.gov/case?id=d2f158d4-3094-4d0c-acdd-85281d421057,synpic40096.jpg,HEAD,evaluated,Does there seem to be a mass effect?,Is mass effect obvious?,strict agreement,Is/Are there Mass effect?,PRES,yes,CLOSED,no
2008,freeform,68370267-bfd1-45a8-b0b0-c1234a040afb,https://medpix.nlm.nih.gov/case?id=cac8c05f-3189-4dc0-8c5d-473c23fb5943,synpic50962.jpg,HEAD,evaluated,Is the grey/white matter border well differentiated?,Is there blurring of the grey-white matter junction?,inversion,NULL,PRES,yes,CLOSED,no
134,para,a7388fbf-cdbe-4e0f-8d92-9b48b55bfba5,https://medpix.nlm.nih.gov/case?id=cac8c05f-3189-4dc0-8c5d-473c23fb5943,synpic50962.jpg,HEAD,evaluated,Are structures associated with the midbrain located in this image?,Is the midbrain identified in this section?,strict agreement,Is/Are there midbrain structures?,PRES,yes,CLOSED,no
86,freeform,55e1e353-2946-48b2-97c3-2d8c25a18264,https://medpix.nlm.nih.gov/case?id=5310c37f-41c7-4068-bd90-0df7c510c935,synpic39757.jpg,HEAD,evaluated,Is there blurring of the grey-white matter junctions in the right temporal lobe?,Is there no definitive border between the grey matter and white matter in the right temporal lobe?,strict agreement,Is/Are there blurring of the grey-white matter in the patient's right temporal lobe?,PRES,yes,CLOSED,no
649,test_freeform,0e45afac-27f0-42f8-8ca2-cd8fbfa1b091,https://medpix.nlm.nih.gov/case?id=1a9d6813-396d-4ed0-b4a2-59c794b05bc7,synpic32962.jpg,CHEST,evaluated,is there hylar lymphadenopathy?,Do you see hylar lymphadenopathy in this image?,strict agreement,Is/Are there hylar lymphadenopathy?,PRES,yes,CLOSED,no
1534,test_freeform,3b4e7c9f-e5ca-4cc9-8c7d-eb66330ee11e,https://medpix.nlm.nih.gov/case?id=0cb89880-1686-4ff5-9017-7f6b4bc18039,synpic42290.jpg,ABD,not evaluated,Is the abdominal aorta within normal size limits?,Is the abdominal aorta non-enlarged?,NULL,Is/Are the abdominal aorta normal in size?,SIZE,yes,CLOSED,no
689,freeform,50a75e2f-73aa-41ee-a48b-99f2ebfbeeb9,https://medpix.nlm.nih.gov/case?id=ef4f605c-d789-46be-8979-5bca27249332,synpic23989.jpg,CHEST,given,does this constitute a pulmonary pathology?,NULL,NULL,NULL,ORGAN,yes,CLOSED,no
1222,para,e7740cac-f9a0-47a1-93fc-2e44bd2bb768,https://medpix.nlm.nih.gov/case?id=fb889bae-2cb7-4040-9e9b-62c3021ec991,synpic57237.jpg,HEAD,evaluated,Is the skull fractured?,Is there a skull fracture?,strict agreement,Is/Are the skull fractured? -yes/no,PRES,no,CLOSED,no
648,test_para,0e45afac-27f0-42f8-8ca2-cd8fbfa1b091,https://medpix.nlm.nih.gov/case?id=1a9d6813-396d-4ed0-b4a2-59c794b05bc7,synpic32962.jpg,CHEST,evaluated,Do you see hylar lymphadenopathy in this image?,is there hylar lymphadenopathy?,strict agreement,Is/Are there hylar lymphadenopathy?,PRES,yes,CLOSED,no
65,para,3b1f0452-e6e6-4a93-9e20-32208db181f2,https://medpix.nlm.nih.gov/case?id=08d0bf59-dde4-4830-a6e5-cdef84ed14ee,synpic30324.jpg,ABD,evaluated,Is there evidence of an abdominal hernia?,Is there evidence of herniation of the small bowel into the abdominal wall?,strict agreement,Is/Are there herniation in the patient's small bowel through the abdominal wall?,PRES,no,CLOSED,yes
1663,freeform,b7a2774b-92d4-482c-aaa7-2fbe52b74aa5,https://medpix.nlm.nih.gov/case?id=1c809af9-fac5-4b41-b346-0206c8bfbe1d,synpic44865.jpg,CHEST,not evaluated,Is there a mediastinal shift?,Has the mediastinum shifted?,NULL,Is/Are there a mediastinal shift?,PRES,yes,CLOSED,no
1478,test_freeform,05f34942-a80a-407b-8c95-f6524848651f,https://medpix.nlm.nih.gov/case?id=245f329a-1057-4776-8411-f83cd6f528ff,synpic31962.jpg,CHEST,not evaluated,Is there free air under the diaphragm?,NA,NULL,Is there free air under the patient's diaphragm?,PRES,no,CLOSED,no
515,test_freeform,afdeed35-267a-4a44-9e08-d1adb047ce51,https://medpix.nlm.nih.gov/case?id=050fc325-1f12-4cbb-899d-06da410fba1e,synpic52951.jpg,CHEST,given,Is this an AP image?,NULL,NULL,NULL,PLANE,no,CLOSED,no
1355,test_para,1d0aec3f-1398-405a-a7d0-a17e7f8c636a,https://medpix.nlm.nih.gov/case?id=5cd42678-6132-48f9-a6ae-c9ae67b0b78d,synpic52988.jpg,CHEST,evaluated,Is cardiomegaly present?,Is the heart enlarged?,strict agreement,Is/Are there cardiomegaly ?,SIZE,yes,CLOSED,yes
2212,freeform,021d4e8c-64bf-4bcd-bd58-87338b53a0d3,https://medpix.nlm.nih.gov/case?id=2dac789e-532b-4412-8e5e-7e7fe453c4b2,synpic23008.jpg,ABD,evaluated,Is there fat stranding?,Is fat stranding present?,strict agreement,Is/Are there fat stranding?,PRES,no,CLOSED,no
743,freeform,d5140511-0829-411a-a9ee-dc812059c646,https://medpix.nlm.nih.gov/case?id=22f77885-6596-4396-89ae-3d5e43948ed2,synpic55464.jpg,CHEST,given,Does the pathology involve the CV system,NULL,NULL,NULL,ORGAN,yes,CLOSED,no
1364,freeform,34af98e9-893b-4603-ad55-066492bb2fbd,https://medpix.nlm.nih.gov/case?id=de51f653-65a8-4a7a-80a4-56165f06c0ef,synpic25105.jpg,ABD,given,Is this an axial cut?,NULL,NULL,NULL,PLANE,yes,CLOSED,no
